x;y
480967;2140298
481067;2140298
481167;2140298
481267;2140298
481367;2140298
481467;2140298
481567;2140298
481667;2140298
481767;2140298
481867;2140298
481967;2140298
482067;2140298
482167;2140298
482267;2140298
482367;2140298
482467;2140298
482567;2140298
482667;2140298
482767;2140298
482867;2140298
482967;2140298
483067;2140298
479767;2140398
479867;2140398
479967;2140398
480067;2140398
480167;2140398
480267;2140398
480367;2140398
480467;2140398
480567;2140398
480667;2140398
480767;2140398
480867;2140398
480967;2140398
481067;2140398
481167;2140398
481267;2140398
481367;2140398
481467;2140398
481567;2140398
481667;2140398
481767;2140398
481867;2140398
481967;2140398
482067;2140398
482167;2140398
482267;2140398
482367;2140398
482467;2140398
482567;2140398
482667;2140398
482767;2140398
482867;2140398
482967;2140398
483067;2140398
480067;2140498
480167;2140498
480267;2140498
480367;2140498
480467;2140498
480567;2140498
480667;2140498
480767;2140498
480867;2140498
480967;2140498
481067;2140498
481167;2140498
481267;2140498
481367;2140498
481467;2140498
481567;2140498
481667;2140498
481767;2140498
481867;2140498
481967;2140498
482067;2140498
482167;2140498
482267;2140498
482367;2140498
482467;2140498
482567;2140498
482667;2140498
482767;2140498
482867;2140498
482967;2140498
483067;2140498
480167;2140598
480267;2140598
480367;2140598
480467;2140598
480567;2140598
480667;2140598
480767;2140598
480867;2140598
480967;2140598
481067;2140598
481167;2140598
481267;2140598
481367;2140598
481467;2140598
481567;2140598
481667;2140598
481767;2140598
481867;2140598
481967;2140598
482067;2140598
482167;2140598
482267;2140598
482367;2140598
482467;2140598
482567;2140598
482667;2140598
482767;2140598
482867;2140598
482967;2140598
483067;2140598
480167;2140698
480267;2140698
480367;2140698
480467;2140698
480567;2140698
480667;2140698
480767;2140698
480867;2140698
480967;2140698
481067;2140698
481167;2140698
481267;2140698
481367;2140698
481467;2140698
481567;2140698
481667;2140698
481767;2140698
481867;2140698
481967;2140698
482067;2140698
482167;2140698
482267;2140698
482367;2140698
482467;2140698
482567;2140698
482667;2140698
482767;2140698
482867;2140698
482967;2140698
483067;2140698
480267;2140798
480367;2140798
480467;2140798
480567;2140798
480667;2140798
480767;2140798
480867;2140798
480967;2140798
481067;2140798
481167;2140798
481267;2140798
481367;2140798
481467;2140798
481667;2140798
481767;2140798
481867;2140798
481967;2140798
482067;2140798
482167;2140798
482267;2140798
482367;2140798
482467;2140798
482567;2140798
482667;2140798
482767;2140798
482867;2140798
482967;2140798
483067;2140798
480167;2140898
480267;2140898
480367;2140898
480467;2140898
480567;2140898
480667;2140898
480767;2140898
480867;2140898
480967;2140898
481067;2140898
481167;2140898
481267;2140898
481367;2140898
481467;2140898
481667;2140898
481767;2140898
481867;2140898
481967;2140898
482067;2140898
482167;2140898
482267;2140898
482367;2140898
482467;2140898
482567;2140898
482667;2140898
482767;2140898
482867;2140898
482967;2140898
483067;2140898
480167;2140998
480267;2140998
480367;2140998
480467;2140998
480567;2140998
480667;2140998
480767;2140998
480867;2140998
480967;2140998
481067;2140998
481167;2140998
481267;2140998
481367;2140998
481667;2140998
481767;2140998
481867;2140998
481967;2140998
482067;2140998
482167;2140998
482267;2140998
482367;2140998
482467;2140998
482567;2140998
482667;2140998
482767;2140998
482867;2140998
482967;2140998
483067;2140998
480067;2141098
480167;2141098
480267;2141098
480367;2141098
480467;2141098
480567;2141098
480667;2141098
480767;2141098
480867;2141098
480967;2141098
481067;2141098
481167;2141098
481267;2141098
481367;2141098
481667;2141098
481767;2141098
481867;2141098
481967;2141098
482067;2141098
482167;2141098
482267;2141098
482367;2141098
482467;2141098
482567;2141098
482667;2141098
482767;2141098
482867;2141098
482967;2141098
483067;2141098
479967;2141198
480067;2141198
480167;2141198
480267;2141198
480367;2141198
480467;2141198
480567;2141198
480667;2141198
480767;2141198
480867;2141198
480967;2141198
481067;2141198
481167;2141198
481267;2141198
481367;2141198
481667;2141198
481767;2141198
481867;2141198
481967;2141198
482067;2141198
482167;2141198
482267;2141198
482367;2141198
482467;2141198
482567;2141198
482667;2141198
482767;2141198
482867;2141198
482967;2141198
483067;2141198
479967;2141298
480067;2141298
480167;2141298
480267;2141298
480367;2141298
480467;2141298
480567;2141298
480667;2141298
480767;2141298
480867;2141298
480967;2141298
481067;2141298
481167;2141298
481267;2141298
481367;2141298
481767;2141298
481867;2141298
481967;2141298
482067;2141298
482167;2141298
482267;2141298
482367;2141298
482467;2141298
482567;2141298
482667;2141298
482767;2141298
482867;2141298
482967;2141298
483067;2141298
479867;2141398
479967;2141398
480067;2141398
480167;2141398
480267;2141398
480367;2141398
480467;2141398
480567;2141398
480667;2141398
480767;2141398
480867;2141398
480967;2141398
481067;2141398
481167;2141398
481267;2141398
481367;2141398
481767;2141398
481867;2141398
481967;2141398
482067;2141398
482167;2141398
482267;2141398
482367;2141398
482467;2141398
482567;2141398
482667;2141398
482767;2141398
482867;2141398
482967;2141398
483067;2141398
479867;2141498
479967;2141498
480067;2141498
480167;2141498
480267;2141498
480367;2141498
480467;2141498
480567;2141498
480667;2141498
480767;2141498
480867;2141498
480967;2141498
481067;2141498
481167;2141498
481267;2141498
481767;2141498
481867;2141498
481967;2141498
482067;2141498
482167;2141498
482267;2141498
482367;2141498
482467;2141498
482567;2141498
482667;2141498
482767;2141498
482867;2141498
482967;2141498
483067;2141498
479867;2141598
479967;2141598
480067;2141598
480167;2141598
480267;2141598
480367;2141598
480467;2141598
480567;2141598
480667;2141598
480767;2141598
480867;2141598
480967;2141598
481067;2141598
481167;2141598
481267;2141598
481867;2141598
481967;2141598
482067;2141598
482167;2141598
482267;2141598
482367;2141598
482467;2141598
482567;2141598
482667;2141598
482767;2141598
482867;2141598
482967;2141598
483067;2141598
479767;2141698
479867;2141698
479967;2141698
480067;2141698
480167;2141698
480267;2141698
480367;2141698
480467;2141698
480567;2141698
480667;2141698
480767;2141698
480867;2141698
480967;2141698
481067;2141698
481167;2141698
481267;2141698
481867;2141698
481967;2141698
482067;2141698
482167;2141698
482267;2141698
482367;2141698
482467;2141698
482567;2141698
482667;2141698
482767;2141698
482867;2141698
482967;2141698
483067;2141698
479767;2141798
479867;2141798
479967;2141798
480067;2141798
480167;2141798
480267;2141798
480367;2141798
480467;2141798
480567;2141798
480667;2141798
480767;2141798
480867;2141798
480967;2141798
481067;2141798
481167;2141798
481267;2141798
481867;2141798
481967;2141798
482067;2141798
482167;2141798
482267;2141798
482367;2141798
482467;2141798
482567;2141798
482667;2141798
482767;2141798
482867;2141798
482967;2141798
483067;2141798
479667;2141898
479767;2141898
479867;2141898
479967;2141898
480067;2141898
480167;2141898
480267;2141898
480367;2141898
480467;2141898
480567;2141898
480667;2141898
480767;2141898
480867;2141898
480967;2141898
481067;2141898
481167;2141898
481267;2141898
481967;2141898
482067;2141898
482167;2141898
482267;2141898
482367;2141898
482467;2141898
482567;2141898
482667;2141898
482767;2141898
482867;2141898
482967;2141898
483067;2141898
479467;2141998
479567;2141998
479667;2141998
479767;2141998
479867;2141998
479967;2141998
480067;2141998
480167;2141998
480267;2141998
480367;2141998
480467;2141998
480567;2141998
480667;2141998
480767;2141998
480867;2141998
480967;2141998
481067;2141998
481167;2141998
481967;2141998
482067;2141998
482167;2141998
482267;2141998
482367;2141998
482467;2141998
482567;2141998
482667;2141998
482767;2141998
482867;2141998
482967;2141998
483067;2141998
479367;2142098
479467;2142098
479567;2142098
479667;2142098
479767;2142098
479867;2142098
479967;2142098
480067;2142098
480167;2142098
480267;2142098
480367;2142098
480467;2142098
480567;2142098
480667;2142098
480767;2142098
480867;2142098
480967;2142098
481067;2142098
481167;2142098
481267;2142098
481367;2142098
481967;2142098
482067;2142098
482167;2142098
482267;2142098
482367;2142098
482467;2142098
482567;2142098
482667;2142098
482767;2142098
482867;2142098
482967;2142098
483067;2142098
479367;2142198
479467;2142198
479567;2142198
479667;2142198
479767;2142198
479867;2142198
479967;2142198
480067;2142198
480167;2142198
480267;2142198
480367;2142198
480467;2142198
480567;2142198
480667;2142198
480767;2142198
480867;2142198
480967;2142198
481067;2142198
481167;2142198
481267;2142198
481367;2142198
481467;2142198
481567;2142198
481867;2142198
481967;2142198
482067;2142198
482167;2142198
482267;2142198
482367;2142198
482467;2142198
482567;2142198
482667;2142198
482767;2142198
482867;2142198
482967;2142198
483067;2142198
479367;2142298
479467;2142298
479567;2142298
479667;2142298
479767;2142298
479867;2142298
479967;2142298
480067;2142298
480167;2142298
480267;2142298
480367;2142298
480467;2142298
480567;2142298
480667;2142298
480767;2142298
480867;2142298
480967;2142298
481067;2142298
481167;2142298
481267;2142298
481367;2142298
481467;2142298
481567;2142298
481667;2142298
481767;2142298
481867;2142298
481967;2142298
482067;2142298
482167;2142298
482267;2142298
482367;2142298
482467;2142298
482567;2142298
482667;2142298
482767;2142298
482867;2142298
482967;2142298
483067;2142298
479367;2142398
479467;2142398
479567;2142398
479667;2142398
479767;2142398
479867;2142398
479967;2142398
480067;2142398
480167;2142398
480267;2142398
480367;2142398
480467;2142398
480567;2142398
480667;2142398
480767;2142398
480867;2142398
480967;2142398
481067;2142398
481167;2142398
481267;2142398
481367;2142398
481467;2142398
481567;2142398
481667;2142398
481767;2142398
481867;2142398
481967;2142398
482067;2142398
482167;2142398
482267;2142398
482367;2142398
482467;2142398
482567;2142398
482667;2142398
482767;2142398
482867;2142398
482967;2142398
483067;2142398
479367;2142498
479467;2142498
479567;2142498
479667;2142498
479767;2142498
479867;2142498
479967;2142498
480067;2142498
480167;2142498
480267;2142498
480367;2142498
480467;2142498
480567;2142498
480667;2142498
480767;2142498
480867;2142498
480967;2142498
481067;2142498
481167;2142498
481267;2142498
481367;2142498
481467;2142498
481567;2142498
481667;2142498
481767;2142498
481867;2142498
481967;2142498
482067;2142498
482167;2142498
482267;2142498
482367;2142498
482467;2142498
482567;2142498
482667;2142498
482767;2142498
482867;2142498
482967;2142498
483067;2142498
479467;2142598
479567;2142598
479667;2142598
479767;2142598
479867;2142598
479967;2142598
480067;2142598
480167;2142598
480267;2142598
480367;2142598
480467;2142598
480567;2142598
480667;2142598
480767;2142598
480867;2142598
480967;2142598
481067;2142598
481167;2142598
481267;2142598
481367;2142598
481467;2142598
481567;2142598
481667;2142598
481767;2142598
481867;2142598
481967;2142598
482067;2142598
482167;2142598
482267;2142598
482367;2142598
482467;2142598
482567;2142598
482667;2142598
482767;2142598
482867;2142598
482967;2142598
483067;2142598
479467;2142698
479567;2142698
479667;2142698
479767;2142698
479867;2142698
479967;2142698
480067;2142698
480167;2142698
480267;2142698
480367;2142698
480467;2142698
480567;2142698
480667;2142698
480767;2142698
480867;2142698
480967;2142698
481067;2142698
481167;2142698
481267;2142698
481367;2142698
481467;2142698
481567;2142698
481667;2142698
481767;2142698
481867;2142698
481967;2142698
482067;2142698
482167;2142698
482267;2142698
482367;2142698
482467;2142698
482567;2142698
482667;2142698
482767;2142698
482867;2142698
482967;2142698
483067;2142698
479467;2142798
479567;2142798
479667;2142798
479767;2142798
479867;2142798
479967;2142798
480067;2142798
480167;2142798
480267;2142798
480367;2142798
480467;2142798
480567;2142798
480667;2142798
480767;2142798
480867;2142798
480967;2142798
481067;2142798
481167;2142798
481267;2142798
481367;2142798
481467;2142798
481567;2142798
481667;2142798
481767;2142798
481867;2142798
481967;2142798
482067;2142798
482167;2142798
482267;2142798
482367;2142798
482467;2142798
482567;2142798
482667;2142798
482767;2142798
482867;2142798
482967;2142798
483067;2142798
479567;2142898
479667;2142898
479767;2142898
479867;2142898
479967;2142898
480067;2142898
480167;2142898
480267;2142898
480367;2142898
480467;2142898
480567;2142898
480667;2142898
480767;2142898
480867;2142898
480967;2142898
481067;2142898
481167;2142898
481267;2142898
481367;2142898
481467;2142898
481567;2142898
481667;2142898
481767;2142898
481867;2142898
481967;2142898
482067;2142898
482167;2142898
482267;2142898
482367;2142898
482467;2142898
482567;2142898
482667;2142898
482767;2142898
482867;2142898
482967;2142898
483067;2142898
479567;2142998
479667;2142998
479767;2142998
479867;2142998
479967;2142998
480067;2142998
480167;2142998
480267;2142998
480367;2142998
480467;2142998
480567;2142998
480667;2142998
480767;2142998
480867;2142998
480967;2142998
481067;2142998
481167;2142998
481267;2142998
481367;2142998
481467;2142998
481567;2142998
481667;2142998
481767;2142998
481867;2142998
481967;2142998
482067;2142998
482167;2142998
482267;2142998
482367;2142998
482467;2142998
482567;2142998
482667;2142998
482767;2142998
482867;2142998
482967;2142998
483067;2142998
479567;2143098
479667;2143098
479767;2143098
479867;2143098
479967;2143098
480067;2143098
480167;2143098
480267;2143098
480367;2143098
480467;2143098
480567;2143098
480667;2143098
480767;2143098
480867;2143098
480967;2143098
481067;2143098
481167;2143098
481267;2143098
481367;2143098
481467;2143098
481567;2143098
481667;2143098
481767;2143098
481867;2143098
481967;2143098
482067;2143098
482167;2143098
482267;2143098
482367;2143098
482467;2143098
482567;2143098
482667;2143098
482767;2143098
482867;2143098
482967;2143098
483067;2143098
479667;2143198
479767;2143198
479867;2143198
479967;2143198
480067;2143198
480167;2143198
480267;2143198
480367;2143198
480467;2143198
480567;2143198
480667;2143198
480767;2143198
480867;2143198
480967;2143198
481067;2143198
481167;2143198
481267;2143198
481367;2143198
481467;2143198
481567;2143198
481667;2143198
481767;2143198
481867;2143198
481967;2143198
482067;2143198
482167;2143198
482267;2143198
482367;2143198
482467;2143198
482567;2143198
482667;2143198
482767;2143198
482867;2143198
482967;2143198
483067;2143198
479667;2143298
479767;2143298
479867;2143298
479967;2143298
480067;2143298
480167;2143298
480267;2143298
480367;2143298
480467;2143298
480567;2143298
480667;2143298
480767;2143298
480867;2143298
480967;2143298
481067;2143298
481167;2143298
481267;2143298
481367;2143298
481467;2143298
481567;2143298
481667;2143298
481767;2143298
481867;2143298
481967;2143298
482067;2143298
482167;2143298
482267;2143298
482367;2143298
482467;2143298
482567;2143298
482667;2143298
482767;2143298
482867;2143298
482967;2143298
483067;2143298
479667;2143398
479767;2143398
479867;2143398
479967;2143398
480067;2143398
480167;2143398
480267;2143398
480367;2143398
480467;2143398
480567;2143398
480667;2143398
480767;2143398
480867;2143398
480967;2143398
481067;2143398
481167;2143398
481267;2143398
481367;2143398
481467;2143398
481567;2143398
481667;2143398
481767;2143398
481867;2143398
481967;2143398
482067;2143398
482167;2143398
482267;2143398
482367;2143398
482467;2143398
482567;2143398
482667;2143398
482767;2143398
482867;2143398
482967;2143398
483067;2143398
479767;2143498
479867;2143498
479967;2143498
480067;2143498
480167;2143498
480267;2143498
480367;2143498
480467;2143498
480567;2143498
480667;2143498
480767;2143498
480867;2143498
480967;2143498
481067;2143498
481167;2143498
481267;2143498
481367;2143498
481467;2143498
481567;2143498
481667;2143498
481767;2143498
481867;2143498
481967;2143498
482067;2143498
482167;2143498
482267;2143498
482367;2143498
482467;2143498
482567;2143498
482667;2143498
482767;2143498
482867;2143498
482967;2143498
483067;2143498
479767;2143598
479867;2143598
479967;2143598
480067;2143598
480167;2143598
480267;2143598
480367;2143598
480467;2143598
480567;2143598
480667;2143598
480767;2143598
480867;2143598
480967;2143598
481067;2143598
481167;2143598
481267;2143598
481367;2143598
481467;2143598
481567;2143598
481667;2143598
481767;2143598
481867;2143598
481967;2143598
482067;2143598
482167;2143598
482267;2143598
482367;2143598
482467;2143598
482567;2143598
482667;2143598
482767;2143598
482867;2143598
482967;2143598
483067;2143598
479767;2143698
479867;2143698
479967;2143698
480067;2143698
480167;2143698
480267;2143698
480367;2143698
480467;2143698
480567;2143698
480667;2143698
480767;2143698
480867;2143698
480967;2143698
481067;2143698
481167;2143698
481267;2143698
481367;2143698
481467;2143698
481567;2143698
481667;2143698
481767;2143698
481867;2143698
481967;2143698
482067;2143698
482167;2143698
482267;2143698
482367;2143698
482467;2143698
482567;2143698
482667;2143698
482767;2143698
482867;2143698
482967;2143698
483067;2143698
479767;2143798
479867;2143798
479967;2143798
480067;2143798
480167;2143798
480267;2143798
480367;2143798
480467;2143798
480567;2143798
480667;2143798
480767;2143798
480867;2143798
480967;2143798
481067;2143798
481167;2143798
481267;2143798
481367;2143798
481467;2143798
481567;2143798
481667;2143798
481767;2143798
481867;2143798
481967;2143798
482067;2143798
482167;2143798
482267;2143798
482367;2143798
482467;2143798
482567;2143798
482667;2143798
482767;2143798
482867;2143798
482967;2143798
483067;2143798
479867;2143898
479967;2143898
480067;2143898
480167;2143898
480267;2143898
480367;2143898
480467;2143898
480567;2143898
480667;2143898
480767;2143898
480867;2143898
480967;2143898
481067;2143898
481167;2143898
481267;2143898
481367;2143898
481467;2143898
481567;2143898
481667;2143898
481767;2143898
481867;2143898
481967;2143898
482067;2143898
482167;2143898
482267;2143898
482367;2143898
482467;2143898
482567;2143898
482667;2143898
482767;2143898
482867;2143898
482967;2143898
483067;2143898
479867;2143998
479967;2143998
480067;2143998
480167;2143998
480267;2143998
480367;2143998
480467;2143998
480567;2143998
480667;2143998
480767;2143998
480867;2143998
480967;2143998
481067;2143998
481167;2143998
481267;2143998
481367;2143998
481467;2143998
481567;2143998
481667;2143998
481767;2143998
481867;2143998
481967;2143998
482067;2143998
482167;2143998
482267;2143998
482367;2143998
482467;2143998
482567;2143998
482667;2143998
482767;2143998
482867;2143998
482967;2143998
483067;2143998
479767;2144098
479867;2144098
479967;2144098
480067;2144098
480167;2144098
480267;2144098
480367;2144098
480467;2144098
480567;2144098
480667;2144098
480767;2144098
480867;2144098
480967;2144098
481067;2144098
481167;2144098
481267;2144098
481367;2144098
481467;2144098
481567;2144098
481667;2144098
481767;2144098
481867;2144098
481967;2144098
482067;2144098
482167;2144098
482267;2144098
482367;2144098
482467;2144098
482567;2144098
482667;2144098
482767;2144098
482867;2144098
482967;2144098
483067;2144098
479767;2144198
479867;2144198
479967;2144198
480067;2144198
480167;2144198
480267;2144198
480367;2144198
480467;2144198
480567;2144198
480667;2144198
480767;2144198
480867;2144198
480967;2144198
481067;2144198
481167;2144198
481267;2144198
481367;2144198
481467;2144198
481567;2144198
481667;2144198
481767;2144198
481867;2144198
481967;2144198
482067;2144198
482167;2144198
482267;2144198
482367;2144198
482467;2144198
482567;2144198
482667;2144198
482767;2144198
482867;2144198
482967;2144198
483067;2144198
479667;2144298
479767;2144298
479867;2144298
479967;2144298
480067;2144298
480167;2144298
480267;2144298
480367;2144298
480467;2144298
480567;2144298
480667;2144298
480767;2144298
480867;2144298
480967;2144298
481067;2144298
481167;2144298
481267;2144298
481367;2144298
481467;2144298
481567;2144298
481667;2144298
481767;2144298
481867;2144298
481967;2144298
482067;2144298
482167;2144298
482267;2144298
482367;2144298
482467;2144298
